Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
-6,1,-6,-,1,67,0.05,-13,-,1,0,1
-1,1,-1,R-skew,3,4,0.5,-18,-,1,0,1
28,1,28,-,1,70,0.01,21,Symm,5,0,0
63,0.2,7,-,1,51,0.01,15,R-skew,7,0,0
4,0.6,-29,R-skew,4,-8,0.95,-11,L-skew,4,0,0
26,1,26,-,1,38,0.25,36,Symm,9,0,0
8,1,8,-,1,14,0.8,-14,-,1,0,0
12,0.95,-13,R-skew,2,59,0.1,12,-,1,0,0
15,1,15,-,1,32,0.25,17,-,1,0,0
15,0.9,-1,-,1,69,0.1,7,L-skew,4,0,0
46,0.2,1,-,1,19,0.5,11,Symm,3,0,0
78,0.5,-24,-,1,34,0.6,12,-,1,0,0
52,0.2,22,L-skew,2,28,1,28,Symm,5,0,0
23,1,23,-,1,30,0.75,-12,-,1,0,0
19,1,19,-,1,50,0.4,5,Symm,5,0,0
62,0.05,18,L-skew,5,23,0.2,8,-,1,0,0
4,1,4,R-skew,6,56,0.01,2,-,1,0,0
13,0.6,-9,-,1,4,1,4,Symm,9,0,0
2,1,2,-,1,53,0.25,-9,Symm,5,0,0
30,0.6,-30,-,1,151,0.1,-12,Symm,9,0,0
73,0.01,-6,-,1,132,0.25,-41,-,1,-1,1
23,0.99,23,-,1,20,0.99,12,Symm,3,0,0
44,0.5,-26,-,1,19,0.4,-2,-,1,0,0
26,0.75,6,-,1,21,1,21,-,1,0,0
26,1,26,-,1,19,0.4,17,-,1,0,0
25,1,25,Symm,7,58,0.05,27,Symm,7,0,0
21,1,21,-,1,28,0.95,-5,R-skew,5,0,0
18,1,18,-,1,91,0.25,4,Symm,3,0,0
14,0.95,9,Symm,7,19,0.2,16,L-skew,3,0,1
24,0.6,24,Symm,7,30,0.6,21,-,1,0,0
5,1,5,-,1,41,0.25,-4,Symm,5,0,0
41,0.4,23,-,1,91,0.6,-37,-,1,0,0
60,0.05,4,-,1,10,0.2,-5,-,1,0,0
11,1,11,-,1,37,0.1,3,-,1,0,0
92,0.2,-9,-,1,17,0.99,9,-,1,0,0
30,0.05,6,-,1,101,0.25,-34,R-skew,5,0,1
66,0.2,1,Symm,3,43,0.05,14,-,1,0,0
36,0.2,15,-,1,55,0.4,-22,-,1,0,0
0,1,0,-,1,8,0.9,-2,L-skew,2,0,0
122,0.05,2,-,1,219,0.05,-5,-,1,0,0
-5,1,-5,-,1,21,0.4,-21,Symm,7,0,1
8,1,8,-,1,14,0.05,2,-,1,0,1
53,0.5,-29,Symm,7,25,0.1,15,-,1,0,0
53,0.01,27,-,1,48,0.2,25,Symm,9,1,1
-9,0.9,-10,Symm,5,46,0.05,-16,-,1,1,0
31,0.8,-4,-,1,21,0.9,13,R-skew,6,0,0
24,0.99,-32,-,1,78,0.4,1,Symm,3,0,0
-2,1,-2,-,1,1,0.9,-24,-,1,0,0
-6,1,-6,-,1,107,0.01,-2,Symm,5,0,0
-5,0.95,-6,-,1,2,0.01,-11,Symm,7,0,0
26,1,26,-,1,70,0.25,27,-,1,0,0
-2,1,-2,Symm,5,3,0.8,0,-,1,0,0
22,1,22,-,1,33,0.1,7,-,1,0,0
3,1,3,-,1,47,0.5,-39,Symm,3,0,0
-5,0.75,-6,-,1,22,0.6,-7,R-skew,4,0,1
10,1,10,-,1,33,0.1,-6,-,1,0,1
26,1,26,-,1,51,0.6,-11,-,1,0,0
-6,1,-6,-,1,6,0.01,-6,Symm,7,0,0
12,0.75,-12,Symm,9,73,0.25,-14,-,1,0,1
32,0.01,12,-,1,15,0.8,9,-,1,0,0
33,0.2,19,Symm,5,23,0.95,20,-,1,0,0
15,0.99,-1,Symm,9,34,0.4,-3,R-skew,6,1,0
59,0.25,-17,Symm,7,13,0.5,5,Symm,5,0,0
44,0.2,19,Symm,7,30,0.6,5,-,1,0,0
7,1,7,-,1,47,0.4,-23,Symm,9,0,0
19,1,19,-,1,18,0.99,13,-,1,0,0
17,1,17,-,1,100,0.01,13,Symm,9,0,0
1,1,1,-,1,25,0.5,-4,-,1,0,1
16,0.99,-18,-,1,18,0.8,10,-,1,0,0
-3,0.9,-13,-,1,10,0.01,7,-,1,0,0
31,0.6,3,-,1,32,0.6,12,Symm,7,0,0
64,0.25,-4,L-skew,6,94,0.4,-45,-,1,0,0
30,0.8,-15,L-skew,5,40,0.05,16,-,1,0,0
62,0.1,-9,-,1,5,0.6,3,R-skew,6,0,1
-7,1,-7,-,1,5,0.6,-9,R-skew,2,0,0
-7,1,-7,L-skew,4,1,0.95,-14,-,1,0,0
35,0.01,-10,-,1,41,0.1,-10,R-skew,7,1,0
87,0.01,2,-,1,114,0.1,-5,L-skew,3,1,0
93,0.05,-4,Symm,3,19,0.25,-7,R-skew,4,-1,0
3,1,3,-,1,1,0.9,-21,-,1,0,0
28,1,28,-,1,40,0.4,26,R-skew,3,0,0
31,0.4,16,L-skew,5,33,0.05,28,Symm,7,0,0
-1,1,-1,-,1,7,0.8,-3,-,1,0,0
27,1,27,-,1,103,0.25,-2,L-skew,4,0,0
36,0.01,-7,R-skew,4,-7,1,-7,-,1,0,0
-2,1,-2,-,1,103,0.25,-30,L-skew,7,0,0
56,0.25,12,R-skew,2,71,0.5,-21,R-skew,7,0,0
34,0.6,17,-,1,20,0.99,-5,L-skew,6,-1,1
-8,1,-8,-,1,69,0.25,-45,-,1,0,0
9,1,9,-,1,64,0.4,-36,L-skew,3,0,0
9,1,9,-,1,75,0.25,-15,-,1,0,0
27,1,27,-,1,65,0.01,22,-,1,0,0
21,1,21,-,1,66,0.6,-32,-,1,0,0
16,0.8,-28,-,1,58,0.01,6,Symm,3,0,0
-9,1,-9,-,1,26,0.2,-13,Symm,5,0,0
32,0.75,-9,L-skew,4,89,0.25,-9,-,1,0,0
21,1,21,-,1,25,0.75,4,-,1,0,0
181,0.2,-14,-,1,125,0.25,-0,Symm,3,0,0
28,0.05,25,-,1,84,0.05,30,-,1,-1,0
8,1,8,-,1,15,0.95,4,-,1,0,0
30,0.6,10,-,1,53,0.25,1,R-skew,5,-1,1
12,0.2,-3,L-skew,5,87,0.05,-7,R-skew,3,0,0
66,0.1,5,-,1,19,0.9,-47,-,1,0,0
11,1,11,-,1,13,0.5,10,R-skew,7,0,0
-5,1,-5,-,1,7,0.9,-14,Symm,3,0,0
-9,1,-9,-,1,8,0.5,-28,R-skew,2,0,0
89,0.05,-12,-,1,-14,0.2,-21,Symm,7,0,0
19,1,19,-,1,42,0.5,-7,L-skew,6,0,1
59,0.01,30,R-skew,4,37,0.5,33,-,1,0,1
26,1,26,-,1,36,0.2,19,-,1,0,0
22,0.25,-1,-,1,9,0.4,-3,R-skew,7,0,0
6,1,6,-,1,17,0.9,-11,Symm,9,0,0
1,1,1,-,1,115,0.25,-44,-,1,0,1
11,0.75,8,L-skew,6,10,1,10,Symm,9,0,0
-9,1,-9,-,1,-2,0.8,-30,L-skew,3,0,0
27,0.95,-22,R-skew,7,30,0.9,-46,Symm,9,0,0
58,0.4,-4,-,1,122,0.2,-1,-,1,0,1
-10,1,-10,-,1,-4,0.8,-35,R-skew,4,0,0
20,1,20,-,1,24,0.01,21,-,1,0,0
10,1,10,-,1,71,0.2,-2,-,1,0,0
7,1,7,-,1,36,0.6,-21,Symm,3,0,0
21,1,21,-,1,53,0.4,0,-,1,0,0
2,1,2,L-skew,4,10,0.75,-6,-,1,0,0
73,0.25,-32,R-skew,2,32,0.4,-22,Symm,3,0,0
30,1,30,-,1,65,0.1,29,Symm,7,0,0
19,0.9,-2,-,1,17,1,17,-,1,0,0
6,0.99,-12,R-skew,6,13,0.99,-29,Symm,3,0,0
-10,1,-10,-,1,75,0.1,-8,-,1,0,0
15,1,15,-,1,53,0.5,-15,-,1,0,0
4,0.75,-13,Symm,7,4,0.2,2,-,1,0,0
38,0.5,-30,L-skew,2,43,0.4,-33,L-skew,3,0,1
195,0.25,-25,Symm,5,47,0.75,-36,-,1,0,0
-7,1,-7,-,1,25,0.01,-7,Symm,3,0,0
-1,1,-1,-,1,104,0.05,-17,-,1,0,0
20,1,20,-,1,81,0.25,13,Symm,3,0,0
6,0.95,-5,-,1,32,0.05,3,-,1,0,0
59,0.01,19,-,1,38,0.75,-9,R-skew,4,0,0
-4,1,-4,R-skew,4,-4,1,-4,-,1,0,0
21,0.99,8,-,1,25,0.1,12,-,1,1,0
25,0.25,-20,-,1,-7,0.25,-26,L-skew,3,0,0
22,1,22,-,1,38,0.8,-34,R-skew,4,0,0
23,1,23,-,1,33,0.1,18,-,1,0,0
-9,1,-9,-,1,-15,0.9,-28,R-skew,5,0,0
20,1,20,-,1,34,0.75,-6,-,1,0,0
19,1,19,-,1,99,0.4,-37,-,1,0,1
31,0.75,-21,Symm,9,18,1,18,L-skew,6,0,0
29,1,29,-,1,40,0.05,28,-,1,0,1
79,0.1,2,-,1,143,0.25,-32,-,1,0,1
56,0.5,-14,-,1,84,0.5,-47,Symm,3,-1,0
-3,1,-3,-,1,97,0.01,0,-,1,0,0
16,1,16,-,1,22,0.95,18,-,1,0,1
-6,1,-6,-,1,8,0.25,-10,R-skew,3,0,0
14,1,14,-,1,21,0.6,20,L-skew,5,0,0
27,1,27,-,1,43,0.5,7,-,1,0,0
-7,1,-7,Symm,9,-7,1,-7,-,1,0,0
28,1,28,-,1,48,0.5,18,Symm,9,0,0
1,1,1,-,1,-5,0.8,-28,R-skew,5,0,0
26,1,26,-,1,40,0.2,27,Symm,9,0,0
9,1,9,-,1,45,0.6,-15,L-skew,4,0,0
226,0.01,26,Symm,5,72,0.25,14,L-skew,5,0,0
17,1,17,-,1,37,0.8,-21,Symm,5,0,0
22,1,22,-,1,23,0.25,13,-,1,0,0
22,1,22,-,1,21,0.01,15,-,1,0,0
7,1,7,-,1,89,0.1,-5,Symm,9,0,0
11,1,11,-,1,32,0.5,-16,Symm,3,0,0
-4,1,-4,-,1,88,0.1,-12,Symm,5,0,1
27,0.95,-14,-,1,80,0.01,14,-,1,0,0
19,0.4,16,L-skew,4,34,0.8,-23,R-skew,7,0,0
26,1,26,-,1,65,0.25,12,-,1,0,0
-1,1,-1,L-skew,2,4,0.8,-2,L-skew,5,0,1
89,0.2,14,-,1,93,0.4,-6,-,1,-1,0
30,1,30,-,1,89,0.4,2,-,1,0,0
116,0.25,-12,-,1,26,0.4,24,-,1,-1,0
24,1,24,-,1,31,0.5,8,L-skew,2,0,0
19,1,19,-,1,38,0.5,-12,-,1,0,0
-9,1,-9,-,1,-0,0.4,-12,-,1,0,0
5,0.6,-18,-,1,78,0.25,-33,-,1,0,0
11,0.6,3,Symm,7,43,0.25,6,-,1,-1,0
2,1,2,-,1,20,0.1,5,Symm,3,0,0
24,1,24,-,1,30,0.8,-7,R-skew,7,0,0
-3,1,-3,-,1,13,0.75,-24,-,1,0,1
182,0.05,2,-,1,10,0.75,6,Symm,7,0,0
-3,0.8,-12,-,1,9,0.75,-26,-,1,0,0
77,0.2,18,-,1,77,0.1,32,-,1,1,0
60,0.4,-43,-,1,41,0.4,-20,-,1,0,0
80,0.25,-11,-,1,13,0.8,5,-,1,0,0
60,0.5,-10,Symm,3,97,0.5,-31,L-skew,5,0,0
2,1,2,-,1,29,0.5,-13,L-skew,3,0,0
7,0.8,-4,L-skew,2,19,0.8,-41,Symm,3,1,0
25,1,25,-,1,104,0.2,-1,Symm,7,0,1
16,1,16,-,1,71,0.4,-21,-,1,0,0
25,1,25,-,1,23,0.01,23,R-skew,3,0,1
-8,1,-8,-,1,-3,0.25,-11,Symm,5,0,0
61,0.25,-7,-,1,28,0.4,10,Symm,5,-1,0
67,0.1,20,Symm,7,37,0.5,34,-,1,0,0
11,0.95,4,R-skew,5,31,0.75,-46,L-skew,5,-1,1
-7,0.95,-13,Symm,5,16,0.25,-23,L-skew,3,0,0
63,0.05,26,L-skew,6,51,0.5,21,Symm,9,0,0
31,0.5,1,L-skew,6,35,0.5,2,R-skew,2,0,0
-9,1,-9,-,1,72,0.2,-30,-,1,0,1
24,1,24,-,1,115,0.1,21,Symm,9,0,0
45,0.6,-13,-,1,207,0.25,-38,-,1,0,1
31,0.5,-29,-,1,10,0.75,-5,-,1,0,0
24,0.75,0,L-skew,6,63,0.05,17,-,1,1,0
41,0.1,11,Symm,9,14,1,14,-,1,0,0
1,1,1,-,1,43,0.5,-37,L-skew,3,0,0
-10,1,-10,-,1,1,0.1,-15,Symm,7,0,0
-1,0.6,-11,-,1,-6,0.95,-16,Symm,9,0,0
42,0.6,7,Symm,9,43,0.01,26,-,1,-1,0
51,0.2,-14,Symm,3,16,0.8,-18,-,1,0,0
3,1,3,-,1,68,0.5,-44,-,1,0,0
23,1,23,-,1,72,0.05,20,-,1,0,0
-3,1,-3,-,1,-6,0.95,-10,-,1,0,1
-4,1,-4,-,1,50,0.25,-30,Symm,9,0,0
3,1,3,-,1,68,0.1,-6,-,1,0,0
26,0.2,-11,-,1,-10,0.75,-17,-,1,0,1
14,1,14,-,1,78,0.2,-10,-,1,0,0
22,0.9,-5,-,1,33,0.01,24,Symm,3,0,0
26,0.5,10,R-skew,4,18,1,18,Symm,7,0,0
15,1,15,-,1,101,0.05,13,-,1,0,0
19,1,19,-,1,82,0.25,-2,-,1,0,0
-9,1,-9,-,1,-6,0.4,-6,-,1,0,0
0,1,0,-,1,196,0.25,-48,L-skew,2,0,0
4,1,4,-,1,53,0.6,-47,Symm,3,0,0
3,1,3,-,1,6,0.1,-3,L-skew,4,0,0
83,0.05,-9,-,1,53,0.25,-20,R-skew,3,1,0
2,1,2,-,1,28,0.4,-30,Symm,7,0,0
21,0.5,-13,Symm,3,4,1,4,Symm,3,0,0
3,1,3,-,1,3,0.4,2,-,1,0,0
3,1,3,-,1,24,0.6,-30,Symm,3,0,1
5,1,5,-,1,5,0.95,-48,R-skew,6,0,0
7,0.75,-14,-,1,73,0.25,-36,Symm,3,0,0
18,1,18,-,1,20,0.95,-8,-,1,0,0
28,0.95,-33,Symm,7,27,0.9,1,L-skew,4,0,1
10,1,10,Symm,5,42,0.5,-16,L-skew,2,0,0
7,0.95,-40,Symm,7,55,0.05,-5,-,1,0,1
29,0.95,1,-,1,111,0.25,11,-,1,0,0
200,0.05,20,-,1,40,0.25,27,Symm,9,0,0
-10,1,-10,-,1,102,0.05,-8,-,1,0,0
80,0.6,-50,-,1,35,0.9,3,Symm,9,0,0
60,0.4,-35,-,1,49,0.25,-12,Symm,7,0,0
30,1,30,-,1,33,0.6,32,Symm,9,0,0
51,0.01,14,Symm,3,91,0.5,-49,R-skew,6,1,1
57,0.2,7,-,1,35,0.05,13,-,1,0,0
69,0.2,-11,R-skew,7,59,0.2,-2,-,1,0,0
10,1,10,-,1,13,0.9,-12,-,1,0,0
17,0.5,-25,L-skew,5,12,0.01,-11,Symm,7,0,0
14,1,14,-,1,27,0.8,-14,-,1,0,0
16,0.6,-14,-,1,85,0.25,-9,L-skew,3,0,0
16,1,16,-,1,67,0.01,21,Symm,3,0,0
103,0.05,3,L-skew,2,88,0.2,-6,-,1,1,0
-6,1,-6,-,1,11,0.01,-11,-,1,0,0
-9,1,-9,-,1,-2,0.25,-15,R-skew,2,0,0
15,1,15,-,1,24,0.1,17,Symm,7,0,0
-2,0.75,-18,-,1,109,0.2,-30,-,1,0,0
13,1,13,-,1,26,0.2,20,-,1,0,0
10,0.1,-0,-,1,8,0.25,-11,L-skew,5,0,0
44,0.2,-9,L-skew,2,2,1,2,-,1,0,0
23,0.8,-2,-,1,18,1,18,-,1,0,0
44,0.1,-6,-,1,-1,1,-1,-,1,0,0
30,1,30,-,1,43,0.4,11,-,1,0,1
-3,1,-3,-,1,110,0.2,-43,-,1,0,1
95,0.1,15,-,1,36,0.75,-5,-,1,0,0
36,0.05,-4,-,1,18,0.75,-36,R-skew,4,0,1
7,1,7,-,1,13,0.1,13,-,1,0,0
30,1,30,-,1,28,0.75,15,Symm,5,0,0
4,0.8,-6,-,1,-1,0.95,-26,R-skew,4,-1,1
30,1,30,-,1,72,0.6,-18,Symm,7,0,0
32,0.5,-2,-,1,19,0.75,-5,R-skew,5,0,0
1,0.6,-21,-,1,-8,1,-8,-,1,0,0
48,0.25,23,R-skew,2,59,0.1,32,L-skew,2,0,0
76,0.05,23,Symm,3,86,0.4,-5,Symm,5,0,0
24,1,24,-,1,20,0.9,9,L-skew,2,0,0
75,0.25,3,-,1,28,0.9,-26,Symm,3,0,0
0,1,0,-,1,49,0.4,-46,Symm,7,0,1
60,0.1,-1,Symm,5,16,0.01,10,-,1,1,0
12,0.05,10,-,1,12,0.01,6,-,1,0,0
35,0.2,18,Symm,7,125,0.25,-14,Symm,3,0,1
-5,1,-5,-,1,1,0.4,-12,Symm,9,0,1
-2,1,-2,-,1,-1,0.5,-19,-,1,0,0
68,0.05,22,-,1,133,0.1,8,L-skew,3,-1,0
24,0.6,-9,R-skew,6,22,0.75,-10,-,1,0,0
104,0.05,24,-,1,31,0.75,29,R-skew,7,-1,0
-6,1,-6,-,1,-5,0.6,-5,-,1,0,0
23,1,23,-,1,47,0.6,3,Symm,7,0,0
99,0.4,-23,-,1,95,0.2,9,-,1,0,0
2,0.75,-26,L-skew,5,76,0.25,-18,-,1,0,0
44,0.25,4,R-skew,6,59,0.25,-18,-,1,0,0
35,0.75,-21,-,1,73,0.4,-11,-,1,-1,0
23,0.75,-37,-,1,12,0.95,-39,-,1,0,0
81,0.01,2,-,1,32,0.1,-5,-,1,0,0
3,1,3,-,1,90,0.05,-0,-,1,0,0
92,0.2,-34,Symm,9,65,0.01,-10,-,1,0,0
30,0.5,-38,Symm,5,28,0.4,-24,Symm,5,1,1
60,0.25,-16,-,1,98,0.05,0,-,1,0,1
16,1,16,-,1,14,0.9,11,-,1,0,0
54,0.25,-22,Symm,3,64,0.1,-4,-,1,0,0
21,1,21,-,1,45,0.5,1,Symm,9,0,0
37,0.75,-15,L-skew,5,50,0.4,22,-,1,0,0
79,0.2,14,-,1,27,1,27,-,1,0,0
29,0.8,-1,-,1,19,0.99,-34,-,1,0,0
-1,1,-1,-,1,5,0.05,3,L-skew,5,0,0
30,0.1,-10,-,1,-1,0.95,-41,-,1,1,0
7,1,7,-,1,21,0.05,4,-,1,0,0
20,1,20,-,1,61,0.05,22,Symm,5,0,0
39,0.6,7,-,1,23,0.75,20,Symm,7,0,0
24,1,24,-,1,31,0.8,-6,Symm,7,0,1
29,0.2,-10,Symm,5,-1,0.75,-23,R-skew,4,0,0
59,0.25,-22,Symm,3,-2,0.99,-7,-,1,0,0
-5,1,-5,-,1,52,0.1,-11,-,1,0,1
13,0.6,8,-,1,40,0.6,-19,L-skew,3,0,0
7,0.8,-12,-,1,15,0.6,-2,-,1,0,0
0,0.4,-8,-,1,-7,0.5,-13,L-skew,4,0,0
19,1,19,-,1,24,0.4,17,R-skew,4,0,0
40,0.4,-30,-,1,37,0.2,-15,R-skew,7,-1,1
29,1,29,-,1,51,0.8,-49,R-skew,6,0,0
14,0.5,10,Symm,7,14,0.95,10,Symm,5,0,0
19,0.75,-5,-,1,13,1,13,Symm,7,0,0
11,1,11,-,1,14,0.8,-16,-,1,0,0
60,0.25,8,Symm,9,50,0.2,15,-,1,0,0
58,0.01,3,-,1,56,0.01,-2,-,1,0,0
22,1,22,-,1,59,0.05,22,Symm,3,0,0
20,1,20,-,1,126,0.05,10,-,1,0,0
21,1,21,-,1,29,0.2,15,-,1,0,0
27,1,27,-,1,214,0.25,-31,Symm,9,0,0
41,0.05,-1,-,1,1,0.4,-1,-,1,0,0
6,1,6,-,1,20,0.99,3,-,1,0,0
96,0.05,27,-,1,117,0.4,-21,-,1,0,1
39,0.6,-1,Symm,3,28,0.4,14,Symm,7,0,1
57,0.4,-35,R-skew,6,30,0.6,-41,Symm,5,-1,1
24,0.75,-20,-,1,123,0.2,-10,Symm,3,-1,0
21,0.4,18,-,1,45,0.25,10,R-skew,4,0,0
30,0.8,-1,-,1,87,0.4,-18,-,1,0,1
28,1,28,-,1,56,0.5,16,-,1,0,0
3,1,3,-,1,2,0.4,-3,-,1,0,1
50,0.4,-35,Symm,3,7,0.75,-7,R-skew,6,-1,0
10,1,10,-,1,17,0.8,0,-,1,0,0
26,1,26,-,1,29,0.95,12,-,1,0,0
-9,1,-9,-,1,4,0.2,-14,-,1,0,1
34,0.75,-42,L-skew,3,15,1,15,R-skew,3,0,1
13,0.4,-14,R-skew,5,-3,0.95,-20,-,1,0,0
86,0.4,-14,Symm,3,17,0.99,5,L-skew,4,0,0
-7,1,-7,-,1,2,0.99,-11,Symm,7,0,0
7,0.4,-15,Symm,3,-6,1,-6,R-skew,3,0,0
20,0.6,-30,L-skew,3,56,0.2,-4,-,1,0,0
3,0.75,-20,Symm,7,184,0.2,-47,-,1,0,0
9,0.4,-6,Symm,7,8,0.9,-2,Symm,3,0,1
22,1,22,-,1,16,0.01,14,Symm,9,0,0
9,1,9,-,1,57,0.2,-6,-,1,0,0
28,0.2,-2,-,1,84,0.1,-4,-,1,0,0
27,1,27,-,1,39,0.99,16,-,1,0,0
25,0.4,0,Symm,5,52,0.1,2,-,1,0,1
39,0.5,-11,-,1,28,0.4,11,-,1,0,0
5,1,5,-,1,4,0.99,-8,Symm,7,0,1
-7,1,-7,-,1,-12,0.8,-35,Symm,3,0,0
16,1,16,-,1,51,0.6,-34,-,1,0,0
24,1,24,-,1,74,0.4,-6,Symm,5,0,0
4,1,4,-,1,32,0.05,3,Symm,5,0,0
27,1,27,-,1,62,0.1,19,R-skew,3,0,0
12,0.5,-30,R-skew,5,51,0.25,-29,-,1,0,0
-9,1,-9,-,1,63,0.25,-35,-,1,0,0
3,1,3,-,1,1,0.9,-13,-,1,0,1
52,0.2,3,R-skew,6,14,0.99,-37,-,1,0,0
15,0.1,1,-,1,8,0.4,-5,-,1,0,1
-4,1,-4,-,1,24,0.2,-21,-,1,0,0
26,1,26,R-skew,4,26,1,26,-,1,0,0
-2,1,-2,-,1,52,0.01,-1,-,1,0,0
-7,1,-7,-,1,18,0.01,-9,Symm,9,0,0
9,1,9,-,1,53,0.25,-11,Symm,3,0,0
27,1,27,-,1,30,0.9,-7,-,1,0,0
13,0.1,-10,Symm,9,30,0.4,-45,-,1,0,0
44,0.4,-9,-,1,65,0.4,-10,-,1,0,0
120,0.2,-5,-,1,42,0.1,27,Symm,7,0,0
27,1,27,-,1,99,0.4,-19,-,1,0,0
12,0.6,-11,-,1,31,0.6,-46,-,1,0,0
-4,0.01,-9,-,1,3,0.01,-1,Symm,5,0,0
4,1,4,-,1,56,0.5,-47,L-skew,4,0,0
30,1,30,-,1,37,0.95,21,Symm,5,0,0
50,0.5,-46,Symm,7,40,0.5,-36,-,1,0,1
50,0.2,-6,Symm,5,5,0.8,-10,Symm,5,0,0
87,0.1,-4,-,1,5,1,5,R-skew,5,0,0
63,0.6,-24,-,1,57,0.25,26,Symm,7,0,1
60,0.1,22,R-skew,2,102,0.2,7,L-skew,3,0,0
74,0.6,-36,R-skew,2,29,0.95,28,L-skew,2,0,1
20,1,20,-,1,45,0.1,15,-,1,0,0
15,0.9,2,Symm,9,16,0.95,2,L-skew,5,0,1
35,0.6,18,Symm,3,29,0.99,-11,-,1,0,0
12,1,12,-,1,28,0.6,-10,-,1,0,0
30,0.2,-5,Symm,7,96,0.2,-17,-,1,0,0
23,0.5,17,R-skew,3,62,0.4,-10,R-skew,2,0,1
20,1,20,-,1,15,0.95,-5,R-skew,2,0,0
74,0.5,-32,-,1,77,0.05,30,-,1,0,0
38,0.8,-11,-,1,28,1,28,Symm,5,0,0
23,0.25,-5,-,1,40,0.2,0,-,1,-1,0
76,0.1,-2,Symm,3,29,0.6,-23,-,1,0,1
158,0.2,-27,-,1,53,0.01,7,-,1,0,0
-5,0.6,-8,Symm,3,88,0.05,-21,Symm,7,-1,0
-5,1,-5,-,1,23,0.05,1,-,1,0,0
46,0.5,-44,-,1,58,0.1,-7,-,1,0,0
9,1,9,-,1,64,0.01,7,-,1,0,0
7,0.6,-35,-,1,-1,0.75,-26,Symm,9,1,0
9,1,9,-,1,61,0.2,3,-,1,0,0
29,0.01,28,-,1,38,0.9,10,Symm,7,0,1
51,0.5,3,L-skew,2,49,0.6,-4,Symm,7,1,0
17,1,17,-,1,95,0.2,11,-,1,0,0
-4,1,-4,-,1,3,0.25,-6,-,1,0,0
0,1,0,-,1,158,0.05,-1,L-skew,7,0,1
51,0.05,26,Symm,5,56,0.01,23,-,1,0,1
-3,1,-3,-,1,19,0.5,-40,Symm,3,0,0
29,1,29,-,1,56,0.5,-2,Symm,5,0,0
32,0.5,-36,L-skew,4,12,0.4,-6,R-skew,2,0,1
-3,1,-3,-,1,23,0.6,-38,R-skew,5,0,0
20,0.5,0,-,1,10,1,10,-,1,0,0
17,0.05,11,Symm,7,40,0.4,9,Symm,9,-1,0
5,1,5,-,1,92,0.2,-14,R-skew,4,0,0
13,1,13,-,1,84,0.4,-39,Symm,9,0,0
0,1,0,-,1,7,0.4,-0,L-skew,5,0,0
29,0.75,-18,-,1,53,0.2,7,Symm,7,0,0
53,0.05,19,Symm,5,34,0.5,4,R-skew,6,-1,1
7,1,7,-,1,46,0.6,-43,R-skew,4,0,1
79,0.5,-45,-,1,13,0.25,3,-,1,0,0
21,1,21,-,1,36,0.5,7,-,1,0,0
16,1,16,-,1,14,0.99,5,Symm,3,0,1
32,0.05,17,-,1,16,0.9,-8,-,1,0,0
4,0.5,-18,R-skew,6,-3,0.95,-33,R-skew,2,0,1
76,0.25,5,-,1,37,0.6,26,L-skew,4,0,1
56,0.2,-20,-,1,78,0.2,-24,-,1,0,0
8,1,8,-,1,4,0.95,-10,-,1,0,0
-8,1,-8,-,1,34,0.2,-19,-,1,0,0
12,1,12,-,1,29,0.4,0,Symm,7,0,0
60,0.2,19,-,1,181,0.25,-14,Symm,9,0,1
18,0.25,9,-,1,27,0.4,9,-,1,1,0
26,0.95,-23,-,1,29,0.6,2,R-skew,6,0,1
4,0.75,-9,R-skew,5,7,0.6,-5,L-skew,4,0,0
8,0.1,8,-,1,16,0.1,9,-,1,0,0
28,0.5,0,Symm,5,18,0.95,18,-,1,0,0
12,1,12,-,1,34,0.8,-47,L-skew,2,0,0
19,1,19,-,1,54,0.2,13,-,1,0,0
-9,1,-9,-,1,-9,1,-9,R-skew,2,0,0
72,0.1,-8,-,1,44,0.01,-8,Symm,3,0,0
24,1,24,-,1,24,1,24,R-skew,7,0,0
83,0.05,5,Symm,7,21,0.1,4,Symm,9,0,0
102,0.25,-27,-,1,62,0.25,-12,-,1,0,0
3,1,3,-,1,9,0.95,-27,-,1,0,0
25,0.5,-37,-,1,30,0.05,-14,-,1,0,0
13,0.95,-48,R-skew,7,59,0.4,-14,-,1,0,0
29,1,29,-,1,43,0.05,41,-,1,0,0
7,1,7,-,1,19,0.75,-12,-,1,0,0
18,1,18,-,1,27,0.9,-4,-,1,0,0
88,0.1,-21,-,1,17,0.01,-13,-,1,0,0
41,0.2,23,-,1,45,0.75,-26,Symm,9,1,1
9,1,9,-,1,20,0.05,16,-,1,0,0
85,0.01,13,R-skew,4,76,0.2,-8,R-skew,5,-1,0
4,1,4,-,1,37,0.01,7,-,1,0,0
6,0.9,-16,-,1,76,0.05,0,-,1,0,0
35,0.4,-22,Symm,3,5,0.95,-14,-,1,0,1
12,1,12,-,1,27,0.75,-13,Symm,3,0,0
18,1,18,-,1,29,0.6,-21,L-skew,3,0,0
43,0.01,21,-,1,120,0.25,-20,L-skew,3,-1,1
5,1,5,-,1,38,0.25,-9,-,1,0,0
17,0.9,9,Symm,7,17,0.9,-31,Symm,5,0,0
-1,1,-1,-,1,11,0.2,-15,Symm,9,0,0
29,0.75,25,-,1,88,0.01,34,-,1,0,0
